text,class
mvn package fails in hadoop-aws,non_debt
"The only thing we could change code-wise is to fallback better in S3A And ABFS when the client gets an error trying to open/read a JCEKS:// URL reference to a file. Larry and I have discussed having a slightly different URL e.g. ""JCEKS2://"" which delegates to a specific reader that will convert access exceptions into ""no entry found"" responses -this can then be used in hive and elsewhere. This will keep any exceptions swallowing tricks out of the object stores; while providing a straightforward way for applications to use it when desired. Probably not that hard to do -though I have never actually looked at the code.",non_debt
s3a attempts to look up password/encryption fail if JCEKS file unreadable,non_debt
"Datanode servers were apparently successful in upgrading: ... 2007-07-26 10:35:34,973 INFO Distributed upgrade for DataNode version -6 to current LV -7 is initialized. 2007-07-26 10:35:34,974 INFO Upgrading storage directory <hadoop-dir old LV = -5; old CTime = 1183153812398. new LV = -7; new CTime = 1185471333047 2007-07-26 10:36:58,098 INFO Upgrade of 10:36:58,587 INFO Opened server at 50010 ... but namenode server reported 0% upgrade long after that: 2007-07-26 10:43:04,818 INFO Upgrade still running. Avg completion on Datanodes: 0.00% with 0 errors. Even after 40 minutes no change in report status, namenode was still in safe mode, and if I wanted to force it to leave safe mode, it refused: hadoop dfsadmin -safemode leave safemode: Distributed upgrade is in progress. Name node is in safe mode.",non_debt
"If possible, I would like to look at full log of a datanode and the namenode. There is new dfsadmin command 'upgradeProgress'.",non_debt
"I will send you the location offline. BTW: I tried the dfsadmin command 'upgradeProgress' during that time, reporting 0.0% progress.",non_debt
"Namenode log looks fine. It starts the CRC upgrade and is waiting for datanodes to start the same and join. But for some reason, datanodes don't start the CRC upgrade. I am not sure what was going on. If you ever able to reproduce this, please let me know. I am attaching relevant part of one of the datanode's log.",non_debt
"We have never seen this behavior again. 0.14.x has gone through many upgrades, large and small.",non_debt
"When upgrading from a July-9 to a July-25 nightly release, we are able to upgrade successfully on a single-node cluster, but failed on a 10 and a 200 node cluster. As it is not sure whether we made a mistake or not, I file this as an improvement. But going forward it is imperative that there is a safe and well-documented procedure to upgrade dfs without loss of data, including a rollback procedure and listing of operational procedures that are irreversibly destructive (hopefully an empty list).",non_debt
Hadoop DFS upgrade prcoedure,non_debt
The problem is with the above path. Should use 'cygpath'.,non_debt
This patch fixes the path for 'tar' command. I have run the test on windows under cygwin and it passes.,non_debt
+1 code review.,non_debt
"I just committed this. Thanks, Raghu!",non_debt
"2007-08-13 18:48:42,036 INFO - Unpacking the tar file tar (child): Cannot execute remote shell: No such file or directory",non_debt
fails on Windows,non_debt
"I am using JDK 1.5.0_01 and Ant version 1.6.5 on Fedora Core 6 and it is the 32 bit version. Can you provide the exact procedure you followed, so that this problem can be reproduced? I had not problems in compiling or running Hadoop on a single node as specified on the Wiki page.",non_debt
Awaiting comments ....,non_debt
"Hi Hrishikesh, Touching files on NFS using regular ""touch"" works fine (also works using the time string from build). I can't build on NFS server because it's out of my control, but here's what I did: 1. Copied the whole tree to a local dir 2. ant clean 3. rm build.xml; svn update build.xml 4. ant -v -d Here's clipped output: ... init: Setting project property: touch.temp.file - [touch] Creating /tmp/null2124908001 Could not load class for type image Could not load class for type wlrun Could not load class for type icontract Could not load class for type vajload Could not load class for type rexec Could not load class for type stlist Could not load class for type telnet Could not load class for type netrexxc Could not load class for type ftp Could not load class for type starteam Could not load class for type stylebook Could not load class for type stlabel Could not load class for type splash Could not load class for type stcheckin Could not load class for type vajexport Could not load class for type stcheckout Could not load class for type ejbc Could not load class for type vajimport Could not load class for type wlstop Could not load class for type ddcreator fileset: Setup scanner in dir /tmp/hadoop/conf with patternSet{ includes: [**/*.template] excludes: [] } It hangs after the last line.",non_debt
"Hmm.. this is very strange... Infact I have been building hadoop on a NFS share all along and I never had any problems. My home directory gets auto mounted from the NFS server and the trunk branch is checked out in my home directory. You mentioned that the unix touch works as expected so the permissions part is not a problem, we can strike it off. Now the only 2 things that can affect this is ANT or the JVM. Can you try with ANT 1.7 and latest JDK ? Also can you mount the share onto some other machine ? and try a build there.",non_debt
resolving as a can't reproduce now that trunk is on Maven,non_debt
"Here's what I did yesterday: svn update rm -rf build ant -v -d What follows is the output of the last step; ant hangs after the last line. Hope this would be helpful. Apache Ant version 1.6.5 compiled on March 19 2007 Apache Ant version 1.6.5 compiled on March 19 2007 Buildfile: build.xml Adding reference: ant.PropertyHelper Detected Java version: 1.5 in: Detected OS: Linux Adding reference: ant.ComponentHelper Setting ro project property: ant.version -Setting ro project property: ant.file -Adding reference: ant.projectHelper Adding reference: ant.parsing.context Adding reference: ant.targets parsing buildfile with URI = Setting ro project property: ant.project.name -Adding reference: Hadoop Setting ro project property: ant.file.Hadoop -Project base dir set to: +Target: Adding reference: classpath Adding reference: test.classpath Adding reference: +Target: init +Target: record-parser +Target: +Target: +Target: compile-core-native +Target: compile-core +Target: compile-contrib +Target: compile +Target: compile-examples +Target: jar +Target: examples +Target: metrics.jar +Target: +Target: compile-core-test +Target: test-core +Target: test-contrib +Target: test +Target: test-cluster +Target: nightly +Target: checkstyle +Target: +Target: findbugs +Target: check-for-findbugs +Target: javadoc +Target: default-doc +Target: package +Target: tar +Target: clean +Target: deploy-contrib +Target: clean-contrib +Target: compile-libhdfs +Target: test-libhdfs +Target: clean-libhdfs +Target: doc-libhdfs +Target: package-libhdfs +Target: +Target: check-c++-makefiles +Target: +Target: compile-c++-utils +Target: +Target: compile-c++-pipes +Target: compile-c++ +Target: +Target: +Target: +Target: compile-ant-tasks +Target: ant-tasks +Target: clover +Target: clover.setup +Target: clover.info +Target: clover.check +Target: [property] Loading [property] Unable to find property file: [property] Loading [property] Unable to find property file: Setting project property: Name -Setting project property: name -Setting project property: version -Setting project property: final.name -Setting project property: year -Setting project property: libhdfs.version -Setting project property: src.dir -Setting project property: native.src.dir -Setting project property: examples.dir -Setting project property: anttasks.dir -Setting project property: lib.dir -Setting project property: conf.dir -Setting project property: docs.dir -Setting project property: contrib.dir -Setting project property: docs.src -Setting project property: c++.src -Setting project property: c++.utils.src -Setting project property: c++.pipes.src -Setting project property: -Setting project property: libhdfs.src -Setting project property: build.dir -Setting project property: build.classes -Setting project property: build.src -Setting project property: build.webapps -Setting project property: build.examples -Setting project property: build.anttasks -Setting project property: build.libhdfs -Setting project property: build.platform -Setting project property: build.native -Setting project property: build.c++ -Setting project property: build.c++.utils -Setting project property: build.c++.pipes -Setting project property: -Setting project property: build.docs -Setting project property: build.javadoc -Setting project property: build.encoding -Setting project property: install.c++ -Setting project property: -Setting project property: test.src.dir -Setting project property: test.build.dir -Setting project property: test.generated.dir -Setting project property: test.build.data -Setting project property: test.cache.data -Setting project property: test.log.dir -Setting project property: test.build.classes -Setting project property: test.build.testjar -Setting project property: test.build.javadoc -Setting project property: test.include -Setting project property: test.classpath.id -Setting project property: test.output -Setting project property: test.timeout -Setting project property: -Setting project property: -Setting project property: libhdfs.test.dir -Setting project property: web.src.dir -Setting project property: src.webapps -Setting project property: javadoc.link.java -Setting project property: javadoc.packages -Setting project property: dist.dir -Setting project property: javac.debug -Setting project property: javac.optimize -Setting project property: javac.deprecation -Setting project property: javac.version -Setting project property: javac.args -Setting project property: javac.args.warnings -Setting project property: clover.db.dir -Setting project property: clover.report.dir -[available] class was not found [available] Unable to load class to set property clover.present Condition false; not setting clover.enabled Could not load class for type image Could not load class for type wlrun Could not load class for type icontract Could not load class for type vajload Could not load class for type rexec Adding reference: classpath Could not load class for type image Could not load class for type wlrun Could not load class for type icontract Could not load class for type vajload Could not load class for type rexec Adding reference: test.classpath Could not load class for type image Could not load class for type wlrun Could not load class for type icontract Could not load class for type vajload Could not load class for type rexec Adding reference: Could not load class for type image Could not load class for type wlrun Could not load class for type icontract Could not load class for type vajload Could not load class for type rexec Could not load class for type stlist Could not load class for type telnet Could not load class for type netrexxc Could not load class for type ftp Could not load class for type starteam Could not load class for type stylebook Could not load class for type stlabel Could not load class for type splash Could not load class for type stcheckin Could not load class for type vajexport Could not load class for type stcheckout Could not load class for type ejbc Could not load class for type vajimport Could not load class for type wlstop Could not load class for type ddcreator fileset: Setup scanner in dir with patternSet{ includes: [**/*.jar] excludes: [**/excluded/] } Finding class Loaded from Finding class Loaded from Class java.lang.Object loaded from parent loader (parentFirst) Class loaded from ant loader (parentFirst) Class loaded from ant loader (parentFirst) Class java.lang.Throwable loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class java.io.IOException loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class java.io.PrintStream loaded from parent loader (parentFirst) Finding class Loaded from Class loaded from ant loader (parentFirst) Class java.io.Writer loaded from parent loader (parentFirst) Class java.io.FileWriter loaded from parent loader (parentFirst) Class java.io.Reader loaded from parent loader (parentFirst) Class java.io.FileReader loaded from parent loader (parentFirst) Class java.lang.Exception loaded from parent loader (parentFirst) Finding class Loaded from Finding class Loaded from Class loaded from ant loader (parentFirst) Class loaded from ant loader (parentFirst) Class loaded from parent loader (parentFirst) Class java.lang.Class loaded from parent loader (parentFirst) Class loaded from parent loader (parentFirst) Class java.lang.String loaded from parent loader (parentFirst) Class java.io.File loaded from parent loader (parentFirst) Finding class Loaded from Class loaded from ant loader (parentFirst) Finding class Loaded from Class loaded from ant loader (parentFirst) Finding class Loaded from Class loaded from ant loader (parentFirst) Finding class Loaded from Class loaded from ant loader (parentFirst) +Datatype jsp-compile Setting project property: findbugs.home -Attempting to create object of type Adding reference: ant.executor Build sequence for target(s) `compile' is [clover.setup, clover.info, clover, init, record-parser, compile-c++-utils, compile-c++-pipes, compile-c++, compile-core, compile-contrib, compile-ant-tasks, compile] Complete build sequence is [clover.setup, clover.info, clover, init, record-parser, compile-c++-utils, compile-c++-pipes, compile-c++, compile-core, compile-contrib, compile-ant-tasks, compile, compile-examples, compile-core-test, test-core, test-contrib, test, jar, default-doc, javadoc, examples, deploy-contrib, ant-tasks, package, tar, nightly, test-cluster, checkstyle, clover.check, check-for-findbugs, compile-libhdfs, clean-libhdfs, findbugs, metrics.jar, test-libhdfs, doc-libhdfs, clean-contrib, clean, package-libhdfs, ] clover.setup: Skipped because property 'clover.enabled' not set. clover.info: clover: init: [touch] Setting millis to 33688800000 from datetime attribute Could not load class for type image Could not load class for type wlrun Could not load class for type icontract Could not load class for type vajload Could not load class for type rexec Could not load class for type stlist Could not load class for type telnet Could not load class for type netrexxc Could not load class for type ftp Could not load class for type starteam Could not load class for type stylebook Could not load class for type stlabel Could not load class for type splash Could not load class for type stcheckin Could not load class for type vajexport Could not load class for type stcheckout Could not load class for type ejbc Could not load class for type vajimport Could not load class for type wlstop Could not load class for type ddcreator fileset: Setup scanner in dir with patternSet{ includes: [**/*.template] excludes: [] }",non_debt
